nombre_farmacia,calle,numero,colonia,ciudad,codigo_postal,latitud,longitud
MONTERREY 25,MONTERREY,3318 Y3318A,MODERNA,MONTERREY,64530,25.70345,-100.2803
MONTERREY 26,GUADALUPE,201,VICENTE GUERRERO,GUADALUPE,67160,25.68859,-100.2299
MONTERREY 27,MONTERREY,1800,VILLAS DE SANTO DOMINGO,MONTERREY,66437,25.75076,-100.2571
MONTERREY 32,MONTERREY,109,NUEVA LINDAVISTA,MONTERREY,67110,25.70373,-100.2314
MONTERREY 33,MONTERREY,MZ 6,TRAZO MARCO,MONTERREY,64103,25.78375,-100.4071
MONTERREY 34,MONTERREY,674,LOMAS DE ANAHUAC,MONTERREY,64260,25.73731,-100.3207
MONTERREY 37,MONTERREY,535,MONTERREY CENTRO,MONTERREY,64000,25.67347,-100.3326
MONTERREY 38,MONTERREY,3902,EL PEÑON,MONTERREY,67182,25.65734,-100.2219
MONTERREY 39,MONTERREY,956,MONTERREY CENTRO,MONTERREY,64000,25.68644,-100.3209
MONTERREY 4,MONTERREY,513,PUEBLO NUEVO 1,MONTERREY,66646,25.76003,-100.1656
MONTERREY 41,MONTERREY,426,CIUDAD GUADALUPE CENTRO,MONTERREY,67100,25.67955,-100.2541
MONTERREY 5,MONTERREY,1812,VALLE MORELOS,MONTERREY,64180,25.72149,-100.3426
MONTERREY 53,MONTERREY,402,CENTRO,MONTERREY,66350,25.67359,-100.4653
MONTERREY 54,MONTERREY,1806,BUENOS AIRES,MONTERREY,64800,25.66703,-100.2819
MONTERREY 59,MONTERREY,"330-1,330-2",MISION DE CASA BLANCA,MONTERREY,66478,25.73214,-100.2339
MONTERREY 65,MONTERREY,7101,SANTA MARIA,MONTERREY,67198,25.65161,-100.1969
MONTERREY 66,MONTERREY,105,CUAUHTEMOC,MONTERREY,66450,25.7337,-100.2915
MONTERREY 68,MONTERREY,118,COLONIA BARRIO PUERTA DEL SOL,MONTERREY,64102,25.78299,-100.3803
MONTERREY 7,MONTERREY,1198,PASEO DE LOS ANDES,MONTERREY,66444,25.73719,-100.2683
MONTERREY 70,MONTERREY,701,ADOLFO PRIETO,MONTERREY,67120,25.70336,-100.255
MONTERREY 71,SAN NICOLAS DE LOS GARZA,101,FRACCIONAMIENTO VALLE SOL,SAN NICOLAS DE LOS GARZA,66418,25.76688,-100.2795
MONTERREY 72,MONTERREY,894-C,RINCONADA COLONIAL,MONTERREY,66606,25.79691,-100.2019
MONTERREY 73,MONTERREY,1929,CRISPIN TREVIÑO,MONTERREY,67190,25.6691,-100.1791
MONTERREY 77,SANTA CATARINA,199,COOPERATIVA LA UNION,SANTA CATARINA,66129,25.68888,-100.4541
MONTERREY 78,GENERAL MARIANO ESCOBEDO,976 A Y976 B,PEDREGAL DE ESCOBEDO,GENERAL MARIANO ESCOBEDO,66061,25.80783,-100.3583
MONTERREY 79,MONTERREY,1402,BELLO AMANECER RESIDENCIAL,MONTERREY,67132,25.70015,-100.1343
MONTERREY 84,MONTERREY,516,FRACCIONAMIENTO PUERTA DE HIERRO,MONTERREY,64349,25.74652,-100.4191
MONTERREY 85,GUADALUPE,400,PEDREGAL DE LINDAVISTA,GUADALUPE,67112,25.71376,-100.2042
MONTERREY 86,APODACA,L 26,PRADOS DE LA CIENEGUITA,APODACA,66636,25.77883,-100.2555
MONTERREY 87,MONTERREY,2503,SAN JORGE,MONTERREY,64330,25.71913,-100.3652
MONTERREY 88,SAN PEDRO GARZA GARCIA,321,VALLE DE SANTA ENGRACIA,SAN PEDRO GARZA GARCIA,66268,25.65546,-100.3569
MONTERREY 9,MONTERREY,163,LOMAS DE SAN MIGUEL,MONTERREY,67113,25.72301,-100.1908
MONTERREY 90,APODACA,436,LOMAS DEL PEDREGAL,APODACA,66648,25.73036,-100.1644
"MORELIA 108, MCH",MORELIA,5441,TABIQUEROS,MORELIA,58195,19.69308,-101.2405
"MORELIA 15, MCH",MORELIA,81,SOLIDARIDAD,MORELIA,58116,19.72997,-101.2062
"MORELIA 16, MCH",MORELIA,8278,SAN PASCUAL,MORELIA,58337,19.69552,-101.2671
"MORELIA 17, MCH",MORELIA,306,LOS MANANTIALES DE MORELIA,MORELIA,58188,19.69906,-101.2377
MORELIA 9,MORELIA,2600,SAN JUANITO ITZICUARO,MORELIA,58341,0.0,0.0
MOTOZINTLA 1,MOTOZINTLA,S/N,BELISARIO DOMINGUEZ,MOTOZINTLA,30910,15.30098,-92.38316
NANCHITAL,NANCHITAL DE LAZARO CARDENAS DELRIO,4,CENTRO,NANCHITAL DE LAZARO CARDENAS DELRIO,96360,18.07265,-94.41099
NANCHITAL 2,NANCHITAL DE LAZARO CARDENAS DELRIO,41,1° (PRIMERO) DE MAYO,NANCHITAL DE LAZARO CARDENAS DELRIO,96360,18.07011,-94.41078
NANCHITAL 3,NANCHITAL DE LAZARO CARDENAS DEL RIO,37,BENITO JUAREZ,NANCHITAL DE LAZARO CARDENAS DEL RIO,96360,18.07021,-94.40659
NAPOLES,CIUDAD DE MEXICO,116,NAPOLES,CIUDAD DE MEXICO,03800,19.39085,-99.17857
NARVARTE 1,CIUDAD DE MEXICO,1305,NARVARTE PONIENTE,CIUDAD DE MEXICO,03020,19.38519,-99.15801
NARVARTE 2,CIUDAD DE MEXICO,1008,VERTIZ NARVARTE,CIUDAD DE MEXICO,03600,19.3846,-99.1522
NARVARTE 4,CIUDAD DE MEXICO,523,PIEDAD NARVARTE,CIUDAD DE MEXICO,03000,19.40236,-99.1505
NAUCALPAN 1,NAUCALPAN,16,NAUCALPAN DE JUAREZ,NAUCALPAN,53500,19.47391,-99.23554
NAUCALPAN 2,NAUCALPAN,36,AHUIZOTLA,NAUCALPAN,53378,19.47263,-99.21234
NAUCALPAN 3,NAUCALPAN,183,SAN ANTONIO ZOMEYUCAN,NAUCALPAN,53750,19.44957,-99.24741
NAUCALPAN 9,NAUCALPAN DE JUAREZ,MANZANA 49,MINAS COYOTE,NAUCALPAN DE JUAREZ,53694,19.43658,-99.28908
NAUTLA 1,NAUTLA,02,NAUTLA,NAUTLA,93800,20.20578,-96.77148
NEZAHUALCOYOTL 4,NEZAHUALCOYOTL,460,BENITO JUAREZ,NEZAHUALCOYOTL,57000,19.40077,-99.00384
NEZAHUALCOYOTL 5,NEZAHUALCOYOTL,268,METROPOLITANA,NEZAHUALCOYOTL,57730,19.39163,-99.03777
NEZAHUALCOYOTL 6,NEZAHUALCOYOTL,90,LAS MARAVILLAS,NEZAHUALCOYOTL,57410,19.41852,-99.05052
NEZAHUALCOYOTL 7,NEZAHUALCOYOTL,707,PERLA REFORMA,NEZAHUALCOYOTL,57848,19.37954,-98.98644
"NICOLAS ROMERO 1, EDO MEX.",VILLA NICOLAS ROMERO,S/N,SAN IDELFONSO,VILLA NICOLAS ROMERO,54470,19.61666,-99.29964
"NICOLAS ROMERO 2, EDO MEX",VILLA NICOLAS ROMERO,S/N,VICENTE GUERRERO,VILLA NICOLAS ROMERO,54425,19.6127,-99.31824
NIÑOS HEROES (USI),CIUDAD DE MEXICO,153,DOCTORES,CIUDAD DE MEXICO,06720,19.41691,-99.15084
NIÑOS HEROES 2,CIUDAD DE MEXICO,168,DOCTORES,CIUDAD DE MEXICO,06720,19.41933,-99.14986
NUEVA ATZACOALCO,CIUDAD DE MEXICO,707,NUEVA ATZACOALCO,CIUDAD DE MEXICO,07420,19.50129,-99.08519
NUEVA ATZACOALCO 2,CIUDAD DE MEXICO,463,NUEVA ATZACOALCO,CIUDAD DE MEXICO,07420,19.49684,-99.08787
OBSERVATORIO,CIUDAD DE MEXICO,485,LAS PALMAS OBSERVATORIO,CIUDAD DE MEXICO,01110,19.40021,-99.21101
OCOTLAN 1,OCOTLAN,63,CENTRO,OCOTLAN,47800,20.34709,-102.7735
OCOTLAN 2,OCOTLAN,401,OCOTLAN CENTRO,OCOTLAN,47800,20.3513,-102.7723
OCOTLAN 4,OCOTLAN,299,OCOTLAN CENTRO,OCOTLAN,47800,20.35043,-102.7738
OCOTLAN 5,OCOTLAN,960-A,FRACCIONAMIENTO VALLE DE LA CONCEPCION,OCOTLAN,47860,20.3516,-102.7626
OCOTLAN 6,OCOTLAN,247,CAMINO REAL,OCOTLAN,47849,20.35912,-102.7787
OCOZOCOAUTLA,OCOZOCOAUTLA DE ESPINOSA,17,CENTRO,OCOZOCOAUTLA DE ESPINOSA,29140,16.76145,-93.37325
OCOZOCOAUTLA 2,OCOZOCOAUTLA DE ESPINOSA,143,CENTRO,OCOZOCOAUTLA DE ESPINOSA,29140,16.7619,-93.37598
OCOZOCOAUTLA 3,OCOZOCOAUTLA DE ESPINOSA,S/N,BARRIO UNION HIDALGO,OCOZOCOAUTLA DE ESPINOSA,29140,16.75147,-93.37249
OCOZOCOAUTLA 4,OCOZOCOAUTLA DE ESPINOSA,619,SAN ANTONIO,OCOZOCOAUTLA DE ESPINOSA,29140,16.75737,-93.3752
OLUTA 1,OLUTLA,503 Y 503A,CENTRO,OLUTLA,96160,17.92891,-94.89677
OLUTA 2,OLUTA,110,JUAN BLANCO,OLUTA,96160,17.93961,-94.91137
ORIZABA 1,ORIZABA,27-B,CENTRO,ORIZABA,94300,18.84578,-97.10408
ORIZABA 10,ORIZABA,115-A,RAFAEL ALVARADO FDZ,ORIZABA,94340,18.86125,-97.07745
ORIZABA 11,ORIZABA,150-B,AGRICOLA LIBRADO RIVERA,ORIZABA,94380,18.83828,-97.09943
ORIZABA 12,ORIZABA,243-A,BARRIO NUEVO,ORIZABA,94340,18.85095,-97.07925
ORIZABA 13,ORIZABA,S/N,EL ESPINAL,ORIZABA,94330,18.86826,-97.10113
ORIZABA 2,ORIZABA,277,CENTRO,ORIZABA,94300,18.85084,-97.10511
ORIZABA 3,ORIZABA,351,CENTRO,ORIZABA,94300,18.85149,-97.10628
ORIZABA 4,ORIZABA,691,EMILIANO ZAPATA SUR,ORIZABA,94320,18.85393,-97.1002
ORIZABA 5,ORIZABA,1382,CENTRO,ORIZABA,94300,18.84874,-97.09203
ORIZABA 6,ORIZABA,422,ABELARDO L RODRIGUEZ,ORIZABA,94310,18.86355,-97.10703
ORIZABA 8,ORIZABA,23-A,CENTRO,ORIZABA,94300,18.84839,-97.10628
OZULUAMA,OZULUAMA DE MASCAREÑAS,S/N,CENTRO,OZULUAMA DE MASCAREÑAS,92080,21.66225,-97.85075
PALENQUE 1,PALENQUE,185,PALENQUE CENTRO,PALENQUE,29960,17.50904,-91.98492
PALENQUE 3,PALENQUE,S/N,PALENQUE CENTRO,PALENQUE,29960,17.50909,-91.98203
PALENQUE 4,PALENQUE,S/N,LA ESPERANZA,PALENQUE,29960,17.51167,-91.98716
PALENQUE 5,PALENQUE,S/N,PALENQUE CENTRO,PALENQUE,29960,17.50806,-91.98654
PALENQUE 6,PALENQUE,S/N,CENTRO,PALENQUE,29960,17.50863,-91.97871
PARQUE LIRA,CIUDAD DE MEXICO,28,DANIEL GARZA,CIUDAD DE MEXICO,11830,19.41058,-99.19106
"PATZCUARO 1, MCH",PATZCUARO,19,PATZCUARO CENTRO,PATZCUARO,61600,19.51621,-101.6109
"PATZCUARO 2, MCH",PATZCUARO,2540,JUVENTINO ROSAS,PATZCUARO,61605,19.50799,-101.6137
"PATZCUARO 3, MCH",PATZCUARO,12,PATZCUARO CENTRO,PATZCUARO,61600,19.51521,-101.6114
"PATZCUARO 5, MCH",PATZCUARO,S/N,LAZARO CARDENAS,PATZCUARO,61604,19.49892,-101.6039
"PATZCUARO 6, MCH",PATZCUARO,32,PATZCUARO CENTRO,PATZCUARO,61600,19.51612,-101.6073
"PATZCUARO 7, MCH",PATZCUARO,5,PATZCUARO CENTRO,PATZCUARO,61600,19.51702,-101.6089
PEDREGAL,CIUDAD DE MEXICO,4020,JARDINES DEL PEDREGAL,CIUDAD DE MEXICO,01900,19.30823,-99.21348
PENSADOR MEXICANO 1,CIUDAD DE MEXICO,540,PENSADOR MEXICANO,CIUDAD DE MEXICO,15510,19.44464,-99.08701
"PERIBAN, MCH",PERIBAN,1,PERIBAN DE RAMOS,PERIBAN,60440,19.51973,-102.4155
PICK UP,CIUDAD DE MEXICO,10,INDEPENDENCIA,CIUDAD DE MEXICO,03630,0.0,0.0
PIJIJIAPAN 2,PIJIJIAPAN,S/N,PIJIJIAPAN CENTRO,PIJIJIAPAN,30540,15.68771,-93.20753
PIJIJIAPAN 3,PIJIJIAPAN,S/N,CENTRO,PIJIJIAPAN,30540,15.68709,-93.20901
PINO SUAREZ,CIUDAD DE MEXICO,83,CENTRO,CIUDAD DE MEXICO,06090,19.4252,-99.13327
PLAZA GALERIAS,CIUDAD DE MEXICO,193,VERONICA ANZURES,CIUDAD DE MEXICO,11300,19.43565,-99.17082
POLANCO 1,CIUDAD DE MEXICO,340,LOS MORALES,CIUDAD DE MEXICO,11510,19.43728,-99.20126
POLANCO 2,CIUDAD DE MEXICO,304,CHAPULTEPEC MORALES,CIUDAD DE MEXICO,11570,19.43331,-99.18873
POLANCO 3,CIUDAD DE MEXICO,152,POLANCO V SECCION,CIUDAD DE MEXICO,11560,19.43585,-99.18597
POLANCO 4,CIUDAD DE MEXICO,182,POLANCO,CIUDAD DE MEXICO,11550,19.43574,-99.19083
PRENSA NACIONAL,TLALNEPANTLA DE BAZ,792,PRENSA NACIONAL,TLALNEPANTLA DE BAZ,54170,19.51114,-99.17125
PROGRESO NACIONAL 1,CIUDAD DE MEXICO,262,PROGRESO NACIONAL,CIUDAD DE MEXICO,07600,19.52112,-99.16242
PROGRESO NACIONAL 2,CIUDAD DE MEXICO,123,PROGRESO NACIONAL,CIUDAD DE MEXICO,07600,19.5208,-99.15903
PROGRESO TIZAPAN,CIUDAD DE MEXICO,35,PROGRESO,CIUDAD DE MEXICO,01080,19.34018,-99.20087
PROVIDENCIA 2,CIUDAD DE MEXICO,140,PROVIDENCIA,CIUDAD DE MEXICO,07550,19.48056,-99.06606
PROVIDENCIA 3,CIUDAD DE MEXICO,117,PROVIDENCIA,CIUDAD DE MEXICO,07550,19.48145,-99.0713
PROVIDENCIA 4,CIUDAD DE MEXICO,LT 1 MZ 58,PROVIDENCIA,CIUDAD DE MEXICO,07550,19.48372,-99.07116
PUEBLA 1,PUEBLA,4,CENTRO B,PUEBLA,72000,19.04813,-98.19608
PUEBLA 11,PUEBLA,2701,NUEVA AURORA POPULAR,PUEBLA,72070,19.07009,-98.20828
PUEBLA 12,PUEBLA,1302,EL MIRADOR,PUEBLA,72530,19.0397,-98.20135
PUEBLA 13,PUEBLA,3515,VILLA SAN ALEJANDRO,PUEBLA,72090,19.06717,-98.2172
PUEBLA 15,PUEBLA,9406,REVOLUCION MEXICANA,PUEBLA,72200,19.08121,-98.18109
PUEBLA 16,PUEBLA,115,CENTRO,PUEBLA,72000,19.04968,-98.1972
PUEBLA 17,PUEBLA,16 - B,CENTRO,PUEBLA,72000,19.04612,-98.19604
PUEBLA 18,PUEBLA,3714,AQUILES SERDAN,PUEBLA,72140,19.05956,-98.22498
PUEBLA 19,PUEBLA,5-A,MIGUEL HIDALGO,PUEBLA,72314,19.06978,-98.13559
PUEBLA 2,PUEBLA,1101,LOS VOLCANES,PUEBLA,72410,19.03902,-98.2117
PUEBLA 20,PUEBLA,1404,JARDINES DE SAN MANUEL,PUEBLA,72570,19.01701,-98.20092
PUEBLA 22,PUEBLA,4306,SANTA CRUZ BUENAVISTA,PUEBLA,72150,19.04607,-98.24925
PUEBLA 24,PUEBLA,534,CENTRO A,PUEBLA,72000,19.04658,-98.20266
PUEBLA 25,PUEBLA,2402,ALSESECA,PUEBLA,72543,19.01976,-98.19188
PUEBLA 26,PUEBLA,1402,UNIDAD SATELITE MAGISTERIAL,PUEBLA,72320,19.04389,-98.15813
PUEBLA 28,PUEBLA,3666,LAS CUARTILLAS,PUEBLA,72050,19.07132,-98.20609
PUEBLA 29,PUEBLA,2707,CHULA VISTA,PUEBLA,72420,19.03477,-98.20645
PUEBLA 3,PUEBLA,659,ADOLFO LOPEZ MATEOS,PUEBLA,72080,19.06521,-98.19064
PUEBLA 30,PUEBLA,6206,GUADALUPE VICTORIA NORTE,PUEBLA,72230,19.07012,-98.18948
PUEBLA 31,PUEBLA,11925,EXHACIENDA CHAPULCO,PUEBLA,72584,18.96646,-98.21884
PUEBLA 33,PUEBLA,106,SAN FRANCISCO TOTIMEHUACAN 59,PUEBLA,72595,18.97179,-98.1917
PUEBLA 34,PUEBLA,611,CENTRO A,PUEBLA,72000,19.04024,-98.19514
PUEBLA 35,PUEBLA,2,REAL DEL MONTE,PUEBLA,72060,19.06365,-98.22144
PUEBLA 36,PUEBLA,1711 A,BARRIO DE SANTIAGO,PUEBLA,72410,19.04731,-98.2141
PUEBLA 37,PUEBLA,202,CENTRO A,PUEBLA,72000,19.04434,-98.1964
PUEBLA 4,PUEBLA,2713,LA PAZ,PUEBLA,72160,19.05254,-98.22048
PUEBLA 5,PUEBLA,5302,LA HACIENDA,PUEBLA,72570,19.0135,-98.19298
PUEBLA 6,PUEBLA,102,LOS PINOS,PUEBLA,72240,19.06756,-98.17728
PUEBLA 7,PUEBLA,211,CENTRO,PUEBLA,72000,19.04072,-98.18816
PUEBLA 8,PUEBLA,6339,VISTA HERMOSA,PUEBLA,72270,19.00641,-98.21992
PUEBLO VIEJO,PUEBLO VIEJO,S/N,ANAHUAC,PUEBLO VIEJO,92035,22.2059,-97.8532
PUEBLO VIEJO 2,PUEBLO VIEJO,S/N,CALIFORNIA,PUEBLO VIEJO,92030,22.20557,-97.84406
PUERTO VALLARTA 10,PUERTO VALLARTA,100,VERSALLES,PUERTO VALLARTA,48310,20.6334,-105.2295
PUERTO VALLARTA 11,PUERTO VALLARTA,663,COAPINOLE (EL MANGAL),PUERTO VALLARTA,48290,20.6557,-105.2089
PUERTO VALLARTA 12,PUERTO VALLARTA,1347,LOS TAMARINDOS,PUERTO VALLARTA,48280,20.7147,-105.2178
PUERTO VALLARTA 13,PUERTO VALLARTA,532,INFONAVIT CTM,PUERTO VALLARTA,48318,20.64388,-105.2148
PUERTO VALLARTA 15,PUERTO VALLARTA,1140,5 DE DICIEMBRE,PUERTO VALLARTA,48350,20.61702,-105.2309
PUERTO VALLARTA 16,PUERTO VALLARTA,482,DE LAS JUNTAS DELEGACION,PUERTO VALLARTA,48291,20.6969,-105.2429
PUERTO VALLARTA 18,PUERTO VALLARTA,152,EL PALMAR DE ARAMARA,PUERTO VALLARTA,48314,20.65427,-105.2357
PUERTO VALLARTA 19,PUERTO VALLARTA,"588, 588 A",LA FLORESTA,PUERTO VALLARTA,48290,20.66114,-105.2181
PUERTO VALLARTA 2,PUERTO VALLARTA,75,VIDA VALLARTA,PUERTO VALLARTA,48318,20.64685,-105.2199
PUERTO VALLARTA 20,PUERTO VALLARTA,245-B,LAS MOJONERAS,PUERTO VALLARTA,48290,20.68472,-105.2264
PUERTO VALLARTA 21,PUERTO VALLARTA,970,SAN MIGUEL,PUERTO VALLARTA,48290,20.66342,-105.1968
PUERTO VALLARTA 22,PUERTO VALLARTA,1028,VILLAS DEL REAL,PUERTO VALLARTA,48290,20.66975,-105.2106
PUERTO VALLARTA 3,PUERTO VALLARTA,232,LOS TAMARINDOS,PUERTO VALLARTA,48280,20.71683,-105.2112
PUERTO VALLARTA 4,PUERTO VALLARTA,194,EMILIANO ZAPATA,PUERTO VALLARTA,48380,20.60456,-105.2342
PUERTO VALLARTA 5,PUERTO VALLARTA,218,PITILLAL CENTRO,PUERTO VALLARTA,48290,20.65274,-105.2181
PUERTO VALLARTA 6,PUERTO VALLARTA,847,PUERTO VALLARTA CENTRO,PUERTO VALLARTA,48300,20.61312,-105.2321
PUERTO VALLARTA 7,PUERTO VALLARTA,S/N,LAS GLORIAS,PUERTO VALLARTA,48333,20.63454,-105.2308
PUERTO VALLARTA 8,PUERTO VALLARTA,649,VERSALLES,PUERTO VALLARTA,48310,20.63211,-105.2262
PUERTO VALLARTA 9,PUERTO VALLARTA,250,PITILLAL CENTRO,PUERTO VALLARTA,48290,20.6517,-105.2176
"PUREPERO, MCH",PUREPERO,15,PUREPERO DE ECHAIZ,PUREPERO,58760,19.91035,-102.0077
REVOLUCION 1,CIUDAD DE MEXICO,993,MIXCOAC,CIUDAD DE MEXICO,03910,19.37065,-99.18843
REVOLUCION 2,CIUDAD DE MEXICO,1757,SAN ANGEL,CIUDAD DE MEXICO,01000,19.34435,-99.19032
REVOLUCION 3,CIUDAD DE MEXICO,1065,MIXCOAC,CIUDAD DE MEXICO,03910,19.36803,-99.18866
RIO BLANCO 1,ORIZABA,33,CENTRO,ORIZABA,94730,18.83274,-97.15522
RIO BLANCO 2,ORIZABA,587,ALVARO OBREGON,ORIZABA,94732,18.83931,-97.12024
RIO BLANCO 3,ORIZABA,1,HOSPITALITO,ORIZABA,94732,18.83736,-97.14416
RIO DE LA LOZA,CIUDAD DE MEXICO,152,DOCTORES,CIUDAD DE MEXICO,06720,19.42526,-99.14843
RIO VERDE 1,RIOVERDE,7,CENTRO,RIOVERDE,79610,21.93185,-99.99381
RIO VERDE 2,RIOVERDE,23,RIO VERDE CENTRO,RIOVERDE,79610,21.92997,-99.99251
RIO VERDE 3,RIOVERDE,J Y K,CENTRO,RIOVERDE,79610,21.93096,-99.99184
RIO VERDE 4,RIOVERDE,123,RIOVERDE CENTRO,RIOVERDE,79610,21.93431,-99.99553
ROBLES DOMINGUEZ,CIUDAD DE MEXICO,180 LC,VALLEJO,CIUDAD DE MEXICO,07870,19.46981,-99.13181
ROMA 2,CIUDAD DE MEXICO,48,ROMA NORTE,CIUDAD DE MEXICO,06700,19.41543,-99.15639
ROMA 5,CIUDAD DE MEXICO,157,ROMA NORTE,CIUDAD DE MEXICO,06700,19.4113,-99.16324
ROMA 6,CIUDAD DE MEXICO,88,ROMA SUR,CIUDAD DE MEXICO,06760,19.41016,-99.16264
ROMERO DE TERREROS,CIUDAD DE MEXICO,615,DEL VALLE,CIUDAD DE MEXICO,03100,19.39483,-99.16626
SAN CRISTOBAL DE LAS CASAS 1,SAN CRISTOBAL DE LAS CASAS,14,BARRIO DE MEXICANOS,SAN CRISTOBAL DE LAS CASAS,29240,16.74324,-92.63744
SAN CRISTOBAL DE LAS CASAS 2,SAN CRISTOBAL DE LAS CASAS,2,CENTRO,SAN CRISTOBAL DE LAS CASAS,29200,16.73662,-92.63814
SAN CRISTOBAL DE LAS CASAS 4,SAN CRISTOBAL DE LAS CASAS,2,MAGISTERIAL,SAN CRISTOBAL DE LAS CASAS,29223,16.74472,-92.63506
SAN CRISTOBAL DE LAS CASAS 5,SAN CRISTOBAL DE LAS CASAS,22,BARRIO DE MEXICANOS,SAN CRISTOBAL DE LAS CASAS,29240,16.74028,-92.63802
SAN CRISTOBAL DE LAS CASAS 6,SAN CRISTOBAL DE LAS CASAS,77-A,SANTA LUCIA,SAN CRISTOBAL DE LAS CASAS,29250,16.73051,-92.63711
SAN CRISTOBAL DE LAS CASAS 7,SAN CRISTOBAL DE LAS CASAS,148,BARRIO SAN RAMON,SAN CRISTOBAL DE LAS CASAS,29240,16.74367,-92.6572
SAN FRANCISCO PUJILTIC,VENUSTIANO CARRANZA,S/N,SAN FRANCISCO PUJILTIC,VENUSTIANO CARRANZA,30310,16.27823,-92.45058
SAN JUAN IXHUATEPEC,TLALNEPANTLA DE BAZ,57,SAN JUAN IXHUATEPEC,TLALNEPANTLA DE BAZ,54180,19.51921,-99.10861
SAN LUIS POTOSI 1,SAN LUIS POTOSI,755,CENTRO,SAN LUIS POTOSI,78000,22.15663,-100.9791
SAN LUIS POTOSI 10,SAN LUIS POTOSI,1595,LOS ALAMOS,SAN LUIS POTOSI,78174,22.14952,-100.9991
SAN LUIS POTOSI 11,SAN LUIS POTOSI,278,EL SAUCITO,SAN LUIS POTOSI,78110,22.18912,-101.0017
SAN LUIS POTOSI 12,SAN LUIS POTOSI,815,PROGRESO,SAN LUIS POTOSI,78370,22.1283,-100.9522
SAN LUIS POTOSI 13,SAN LUIS POTOSI,1104 Y1108,VALLE DEL TECNOLOGICO,SAN LUIS POTOSI,78137,22.17381,-101.014
SAN LUIS POTOSI 14,SAN LUIS POTOSI,455,FRACCIONAMIENTO CENTRAL,SAN LUIS POTOSI,78399,22.14199,-100.9524
SAN LUIS POTOSI 15,SAN LUIS POTOSI,2737,ESTRELLA DE ORIENTE,SAN LUIS POTOSI,78396,22.1408,-100.9156
SAN LUIS POTOSI 16,SAN LUIS POTOSI,424 Y 428,VERDE CAMPESTRE,SAN LUIS POTOSI,78154,22.16077,-101.0192
SAN LUIS POTOSI 17,SAN LUIS POTOSI,357 Y 359,VILLAS VALLARTA,SAN LUIS POTOSI,78230,22.15409,-100.9875
SAN LUIS POTOSI 18,SAN LUIS POTOSI,1106,SANTIAGO DEL RIO,SAN LUIS POTOSI,78049,22.16014,-100.9797
SAN LUIS POTOSI 19,SAN LUIS POTOSI,114-D,INDUSTRIAL AVIACION,SAN LUIS POTOSI,78140,22.1755,-100.9982
SAN LUIS POTOSI 2,SAN LUIS POTOSI,250,ZONA CENTRO,SAN LUIS POTOSI,78000,22.15486,-100.9746
SAN LUIS POTOSI 21,SAN LUIS POTOSI,140,SAN LUIS POTOSI CENTRO,SAN LUIS POTOSI,78000,22.15317,-100.9737
SAN LUIS POTOSI 22,SAN LUIS POTOSI,450,SAN LUIS POTOSI CENTRO,SAN LUIS POTOSI,78000,22.14825,-100.975
SAN LUIS POTOSI 23,SAN LUIS POTOSI,300,SAN LUIS POTOSI CENTRO,SAN LUIS POTOSI,78000,22.15236,-100.9747
SAN LUIS POTOSI 24,SAN LUIS POTOSI,400,SAN LUIS POTOSI CENTRO,SAN LUIS POTOSI,78000,22.15268,-100.9772
SAN LUIS POTOSI 27,SAN LUIS POTOSI,503,SAN LUIS POTOSI CENTRO,SAN LUIS POTOSI,78000,22.16014,-100.9773
SAN LUIS POTOSI 28,SAN LUIS POTOSI,724,FRACCIONAMIENTO LOMAS CUARTA SECCION,SAN LUIS POTOSI,78216,22.14272,-101.0332
SAN LUIS POTOSI 29,SAN LUIS POTOSI,2219,PROGRESO,SAN LUIS POTOSI,78370,22.12253,-100.9465
SAN LUIS POTOSI 3,SAN LUIS POTOSI,353,CENTRO,SAN LUIS POTOSI,78000,22.158,-100.9754
SAN LUIS POTOSI 30,SAN LUIS POTOSI,769,JARDINES DEL ESTADIO,SAN LUIS POTOSI,78280,22.14501,-100.9901
SAN LUIS POTOSI 31,SAN LUIS POTOSI,2280,CONSTITUCION,SAN LUIS POTOSI,78300,22.13247,-100.965
SAN LUIS POTOSI 32,SAN LUIS POTOSI,2270,TERCERA GRANDE,SAN LUIS POTOSI,78143,22.183,-100.973
SAN LUIS POTOSI 33,SAN LUIS POTOSI,1060,INDUSTRIAL AVIACION,SAN LUIS POTOSI,78140,22.17042,-101.0014
SAN LUIS POTOSI 34,SAN LUIS POTOSI,835,FRACCIONAMIENTO PEDRO MORENO,SAN LUIS POTOSI,78170,22.16674,-100.9868
SAN LUIS POTOSI 36,SAN LUIS POTOSI,417-A,VIVEROS,SAN LUIS POTOSI,78290,22.13924,-101.0134
SAN LUIS POTOSI 37,SAN LUIS POTOSI,941,TANGAMANGA II,SAN LUIS POTOSI,78269,22.1878,-100.9908
SAN LUIS POTOSI 38,SAN LUIS POTOSI,4121,FRACCIONAMIENTO FLORES DEL AGUAJE,SAN LUIS POTOSI,78398,22.11211,-100.9361
SAN LUIS POTOSI 39,SAN LUIS POTOSI,3735,FRACCIONAMIENTO CD. SATELITE FRANCISCOI. MADERO,SAN LUIS POTOSI,78380,22.1144,-100.9624
SAN LUIS POTOSI 4,SAN LUIS POTOSI,1529,PROVIDENCIA,SAN LUIS POTOSI,78390,22.14262,-100.9349
